CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;5527468.00
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;8617294.00
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;8617294.00
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;9220169.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01;Caixa Líquido Atividades Operacionais;612263.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01;Caixa Líquido Atividades Operacionais;287800.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01.01;Caixa Gerado nas Operações;1094757.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01.01;Caixa Gerado nas Operações;949816.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01.02;Variações nos Ativos e Passivos;-482494.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01.02;Variações nos Ativos e Passivos;-662016.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01.03;Outros;0.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01.03;Outros;0.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.02;Caixa Líquido Atividades de Investimento;408564.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.02;Caixa Líquido Atividades de Investimento;-496163.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.03;Caixa Líquido Atividades de Financiamento;-898323.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.03;Caixa Líquido Atividades de Financiamento;226848.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;0.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;0.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;122504.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;18485.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;259811.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;382315.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;382315.00
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;14540;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;400800.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01;Caixa Líquido Atividades Operacionais;1002655.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01;Caixa Líquido Atividades Operacionais;1236205.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01.01;Caixa Gerado nas Operações;1198577.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01.01;Caixa Gerado nas Operações;1454541.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01.02;Variações nos Ativos e Passivos;-195922.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01.02;Variações nos Ativos e Passivos;-218336.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01.03;Outros;0.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01.03;Outros;0.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.02;Caixa Líquido Atividades de Investimento;-1184624.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.02;Caixa Líquido Atividades de Investimento;-1247005.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.03;Caixa Líquido Atividades de Financiamento;460694.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.03;Caixa Líquido Atividades de Financiamento;-183245.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;0.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;0.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;278725.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;-194045.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;736880.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;1015605.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;1015605.00
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;14621;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;821560.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01;Caixa Líquido Atividades Operacionais;18617.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01;Caixa Líquido Atividades Operacionais;-6435.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01.01;Caixa Gerado nas Operações;12146.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01.01;Caixa Gerado nas Operações;-3423.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01.02;Variações nos Ativos e Passivos;6471.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01.02;Variações nos Ativos e Passivos;-3012.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.01.03;Outros;0.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.01.03;Outros;0.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.02;Caixa Líquido Atividades de Investimento;-17182.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.02;Caixa Líquido Atividades de Investimento;7283.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;6.03;Caixa Líquido Atividades de Financiamento;-1444.00
00.249.786/0001-85;2010-12-31;1;FORPART S.A.;14796;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;6.03;Caixa Líquido Atividades de Financiamento;-218.00
